"Date","Price","Open","High","Low","Vol.","Change %"
"01/14/2022","1,435.00","1,435.00","1,495.00","1,435.20","3.33K","0.00%"
"01/13/2022","1,435.00","1,435.00","1,499.90","1,440.00","33.50K","0.00%"
"01/12/2022","1,435.00","1,435.00","1,485.00","1,430.50","5.91K","0.00%"
"01/11/2022","1,435.00","1,556.50","1,435.00","1,435.00","205.27K","-7.81%"
"01/10/2022","1,556.50","1,556.50","1,556.50","1,430.00","46.80K","0.00%"
"01/07/2022","1,556.50","1,556.50","1,450.00","1,405.00","34.75K","0.00%"
"01/06/2022","1,556.50","1,556.50","1,450.00","1,403.00","3.20K","0.00%"
"01/05/2022","1,556.50","1,556.50","1,533.40","1,410.40","14.70K","0.00%"
"01/04/2022","1,556.50","1,556.50","1,600.00","1,403.40","9.86K","0.00%"
"12/31/2021","1,556.50","1,415.00","1,556.50","1,411.00","3.15M","10.00%"
"12/30/2021","1,415.00","1,415.00","1,425.00","1,399.00","0.50K","0.00%"
"12/29/2021","1,415.00","1,415.00","1,415.00","1,380.00","2.33K","0.00%"
"12/24/2021","1,415.00","1,415.00","1,423.00","1,390.50","4.18K","0.00%"
"12/23/2021","1,415.00","1,415.00","1,420.00","1,400.00","10.81K","0.00%"
"12/22/2021","1,415.00","1,395.10","1,415.00","1,400.00","454.93K","1.43%"
"12/21/2021","1,395.10","1,395.00","1,395.10","1,395.10","378.48K","0.01%"
"12/20/2021","1,395.00","1,395.00","1,425.00","1,395.00","3.79K","0.00%"
"12/17/2021","1,395.00","1,395.00","1,424.00","1,390.00","38.33K","0.00%"
"12/16/2021","1,395.00","1,395.00","1,410.00","1,395.00","25.30K","0.00%"
"12/15/2021","1,395.00","1,395.00","1,425.00","1,395.00","2.78K","0.00%"
"12/14/2021","1,395.00","1,395.00","1,430.00","1,396.00","0.25K","0.00%"
"12/13/2021","1,395.00","1,395.00","1,395.00","1,395.00","607.00K","0.00%"
"12/10/2021","1,395.00","1,395.00","1,395.00","1,395.00","228.05K","0.00%"
"12/09/2021","1,395.00","1,395.00","1,400.00","1,390.00","2.82K","0.00%"
"12/08/2021","1,395.00","1,395.00","1,410.00","1,386.00","12.12K","0.00%"
"12/07/2021","1,395.00","1,395.00","1,400.00","1,384.00","8.71K","0.00%"
"12/06/2021","1,395.00","1,395.00","1,418.80","1,383.00","43.85K","0.00%"
"12/03/2021","1,395.00","1,395.00","1,400.00","1,395.00","99.98K","0.00%"
"12/02/2021","1,395.00","1,395.00","1,410.00","1,380.00","7.99K","0.00%"
"12/01/2021","1,395.00","1,395.00","1,430.00","1,350.00","38.60K","0.00%"
"11/30/2021","1,395.00","1,395.00","1,395.00","1,395.00","656.72K","0.00%"
"11/29/2021","1,395.00","1,395.00","1,430.00","1,380.00","9.44K","0.00%"
"11/26/2021","1,395.00","1,395.00","1,395.00","1,395.00","476.92K","0.00%"
"11/25/2021","1,395.00","1,395.00","1,440.00","1,373.10","141.42K","0.00%"
"11/24/2021","1,395.00","1,390.00","1,395.00","1,395.00","763.38K","0.36%"
"11/23/2021","1,390.00","1,390.00","1,400.00","1,380.00","10.19K","0.00%"
"11/22/2021","1,390.00","1,365.00","1,390.00","1,390.00","423.48K","0.00%"
"11/19/2021","1,390.00","1,390.00","1,400.00","1,390.00","98.21K","0.00%"
"11/18/2021","1,390.00","1,390.00","1,390.00","1,390.00","334.70K","0.00%"
"11/17/2021","1,390.00","1,390.00","1,390.00","1,390.00","2.14M","0.00%"
"11/16/2021","1,390.00","1,400.00","1,410.00","1,390.00","4.05M","-0.71%"
"11/15/2021","1,400.00","1,400.00","1,425.00","1,400.00","223.77K","0.00%"
"11/12/2021","1,400.00","1,400.00","1,425.00","1,355.40","64.66K","0.00%"
"11/11/2021","1,400.00","1,400.00","1,449.90","1,400.00","92.55K","0.00%"
"11/10/2021","1,400.00","1,400.00","1,400.00","1,400.00","324.82K","0.00%"
"11/09/2021","1,400.00","1,400.00","1,425.00","1,375.00","6.22K","0.00%"
"11/08/2021","1,400.00","1,400.00","1,430.00","1,400.00","37.39K","0.00%"
"11/05/2021","1,400.00","1,400.00","1,410.00","1,355.00","8.67K","0.00%"
"11/04/2021","1,400.00","1,400.00","1,430.00","1,400.00","30.02K","0.00%"
"11/03/2021","1,400.00","1,400.00","1,430.00","1,360.00","39.30K","0.00%"
"11/02/2021","1,400.00","1,400.00","1,430.00","1,365.00","45.86K","0.00%"
"11/01/2021","1,400.00","1,400.00","1,439.90","1,400.00","90.24K","0.00%"
"10/29/2021","1,400.00","1,400.00","1,410.00","1,350.00","11.12K","0.00%"
"10/28/2021","1,400.00","1,400.00","1,439.90","1,400.00","37.74K","0.00%"
"10/27/2021","1,400.00","1,405.00","1,400.00","1,400.00","276.65K","-0.36%"
"10/26/2021","1,405.00","1,405.00","1,439.00","1,405.00","358.72K","0.00%"
"10/25/2021","1,405.00","1,405.00","1,430.00","1,375.20","189.49K","0.00%"
"10/22/2021","1,405.00","1,405.00","1,405.00","1,391.20","202.60K","0.00%"
"10/21/2021","1,405.00","1,405.00","1,405.00","1,391.00","103.57K","0.00%"
"10/20/2021","1,405.00","1,405.00","1,405.00","1,405.00","385.58K","0.00%"
"10/18/2021","1,405.00","1,480.00","1,405.00","1,405.00","231.82K","-5.07%"
"10/15/2021","1,480.00","1,480.00","1,400.00","1,361.00","5.70K","0.00%"
"10/14/2021","1,480.00","1,480.00","1,400.00","1,375.30","9.33K","0.00%"
"10/13/2021","1,480.00","1,480.00","1,400.00","1,361.40","26.53K","0.00%"
"10/12/2021","1,480.00","1,480.00","1,405.00","1,361.10","10.12K","0.00%"
"10/11/2021","1,480.00","1,480.00","1,414.80","1,361.20","180.74K","0.00%"
"10/08/2021","1,480.00","1,480.00","1,420.00","1,400.00","50.95K","0.00%"
"10/07/2021","1,480.00","1,480.00","1,407.00","1,400.10","52.12K","0.00%"
"10/06/2021","1,480.00","1,480.00","1,430.00","1,381.00","69.70K","0.00%"
"10/05/2021","1,480.00","1,480.00","1,430.00","1,400.00","27.29K","0.00%"
"10/04/2021","1,480.00","1,480.00","1,478.70","1,402.00","48.90K","0.00%"
"09/30/2021","1,480.00","1,489.00","1,480.00","1,403.80","394.93K","-0.60%"
"09/29/2021","1,489.00","1,400.00","1,489.00","1,489.00","278.51K","6.36%"
"09/28/2021","1,400.00","1,400.00","1,400.00","1,400.00","344.55K","0.00%"
"09/27/2021","1,400.00","1,400.00","1,400.00","1,380.50","41.18K","0.00%"
"09/24/2021","1,400.00","1,400.00","1,390.00","1,380.60","5.47K","0.00%"
"09/23/2021","1,400.00","1,400.00","1,390.00","1,378.00","2.49K","0.00%"
"09/22/2021","1,400.00","1,400.00","1,400.00","1,372.00","4.24K","0.00%"
"09/21/2021","1,400.00","1,400.00","1,415.00","1,384.20","0.19K","0.00%"
"09/20/2021","1,400.00","1,400.00","1,415.00","1,385.00","91.14K","0.00%"
"09/17/2021","1,400.00","1,400.00","1,400.00","1,400.00","158.92K","0.00%"
"09/16/2021","1,400.00","1,400.00","1,410.00","1,372.60","56.25K","0.00%"
"09/15/2021","1,400.00","1,400.00","1,400.00","1,400.00","502.53K","0.00%"
"09/14/2021","1,400.00","1,400.00","1,400.00","1,360.00","17.20K","0.00%"
"09/13/2021","1,400.00","1,400.00","1,400.00","1,400.00","866.87K","0.00%"
"09/10/2021","1,400.00","1,400.00","1,400.00","1,350.20","72.19K","0.00%"
"09/09/2021","1,400.00","1,400.00","1,400.00","1,360.00","15.79K","0.00%"
"09/08/2021","1,400.00","1,400.00","1,400.00","1,356.50","28.05K","0.00%"
"09/07/2021","1,400.00","1,400.00","1,398.90","1,357.00","36.63K","0.00%"
"09/06/2021","1,400.00","1,400.00","1,399.40","1,352.00","14.93K","0.00%"
"09/03/2021","1,400.00","1,400.00","1,399.50","1,311.00","54.53K","0.00%"
"09/02/2021","1,400.00","1,400.00","1,399.50","1,309.50","17.61K","0.00%"
"09/01/2021","1,400.00","1,400.00","1,399.90","1,303.00","26.72K","0.00%"
"08/31/2021","1,400.00","1,400.00","1,400.00","1,315.00","23.33K","0.00%"
"08/30/2021","1,400.00","1,400.00","1,399.20","1,310.30","3.53K","0.00%"
"08/27/2021","1,400.00","1,400.00","1,400.00","1,355.00","11.07K","0.00%"
"08/26/2021","1,400.00","1,400.00","1,420.00","1,355.00","25.43K","0.00%"
"08/25/2021","1,400.00","1,400.00","1,400.00","1,400.00","106.99K","0.00%"
"08/24/2021","1,400.00","1,400.00","1,400.00","1,388.00","1.95K","0.00%"
"08/23/2021","1,400.00","1,400.00","1,400.00","1,400.00","298.73K","0.00%"
"08/20/2021","1,400.00","1,400.00","1,440.00","1,387.00","63.12K","0.00%"
"08/19/2021","1,400.00","1,400.00","1,415.00","1,391.00","63.96K","0.00%"
"08/18/2021","1,400.00","1,400.00","1,400.00","1,400.00","846.05K","0.00%"
"08/17/2021","1,400.00","1,540.00","1,400.00","1,390.00","1.55M","-9.09%"
"08/16/2021","1,540.00","1,540.00","1,400.00","1,386.00","354.28K","0.00%"
"08/13/2021","1,540.00","1,540.00","1,409.00","1,386.00","146.78K","0.00%"
"08/12/2021","1,540.00","1,540.00","1,408.70","1,386.20","5.86K","0.00%"
"08/11/2021","1,540.00","1,540.00","1,409.00","1,386.00","14.41K","0.00%"
"08/10/2021","1,540.00","1,540.00","1,408.00","1,386.00","5.20K","0.00%"
"08/09/2021","1,540.00","1,540.00","1,415.00","1,386.00","46.34K","0.00%"
"08/06/2021","1,540.00","1,540.00","1,419.90","1,386.00","37.46K","0.00%"
"08/05/2021","1,540.00","1,540.00","1,419.00","1,386.00","54.59K","0.00%"
