"Date","Price","Open","High","Low","Vol.","Change %"
"10/10/2025","17.950","17.350","17.950","17.900","1.16M","3.46%"
"10/09/2025","17.350","17.650","17.350","17.350","829.10K","-1.70%"
"10/08/2025","17.650","17.550","17.650","17.000","3.00M","0.57%"
"10/07/2025","17.550","17.800","17.800","17.550","2.32M","-1.96%"
"10/06/2025","17.900","16.900","17.900","16.900","2.78M","5.92%"
"10/03/2025","16.900","16.700","16.900","16.650","1.66M","1.20%"
"10/02/2025","16.700","16.800","16.900","16.500","1.79M","-0.60%"
"09/30/2025","16.800","16.800","16.800","15.550","2.00M","0.00%"
"09/29/2025","16.800","16.550","16.800","16.500","2.09M","1.51%"
"09/26/2025","16.550","16.900","16.550","15.250","9.28M","-2.07%"
"09/25/2025","16.900","16.900","16.900","16.900","2.08M","0.00%"
"09/24/2025","16.900","16.900","16.900","16.900","431.32K","0.00%"
"09/23/2025","16.900","17.000","16.900","16.350","2.61M","-0.59%"
"09/22/2025","17.000","17.000","17.000","16.900","1.99M","0.00%"
"09/19/2025","17.000","17.000","17.000","17.000","555.18K","0.00%"
"09/18/2025","17.000","17.000","17.000","17.000","578.43K","0.00%"
"09/17/2025","17.000","17.000","17.000","17.000","431.68K","0.00%"
"09/16/2025","17.000","17.000","17.000","16.950","2.07M","0.00%"
"09/15/2025","17.000","16.900","17.000","16.900","2.09M","0.59%"
"09/12/2025","16.900","16.200","16.900","16.200","2.16M","4.32%"
"09/11/2025","16.200","17.000","16.200","16.200","929.94K","-4.71%"
"09/10/2025","17.000","16.450","17.000","16.950","2.03M","3.34%"
"09/09/2025","16.450","16.450","16.450","16.000","1.08M","0.00%"
"09/08/2025","16.450","16.100","16.500","16.100","1.68M","2.17%"
"09/04/2025","16.100","15.650","16.100","15.600","1.80M","2.88%"
"09/03/2025","15.650","16.050","16.050","15.650","1.28M","-2.49%"
"09/02/2025","16.050","16.050","16.050","16.050","1.37M","0.00%"
"09/01/2025","16.050","15.700","16.050","16.050","1.14M","2.23%"
"08/29/2025","15.700","16.450","15.800","15.700","1.54M","-4.56%"
"08/28/2025","16.450","16.500","16.500","16.250","1.99M","-0.30%"
"08/27/2025","16.500","16.500","16.500","16.500","237.66K","0.00%"
"08/26/2025","16.500","16.700","16.950","16.000","2.20M","-1.20%"
"08/25/2025","16.700","16.400","16.700","16.500","1.18M","1.83%"
"08/22/2025","16.400","15.900","16.400","16.400","878.15K","3.14%"
"08/21/2025","15.900","16.300","15.900","15.900","4.81M","-2.45%"
"08/20/2025","16.300","16.850","16.700","15.600","5.81M","-3.26%"
"08/19/2025","16.850","16.450","17.300","16.350","3.43M","2.43%"
"08/18/2025","16.450","16.200","16.450","16.200","3.21M","1.54%"
"08/15/2025","16.200","16.000","16.450","15.900","4.48M","1.25%"
"08/14/2025","16.000","15.900","16.500","16.000","6.44M","0.63%"
"08/13/2025","15.900","16.000","15.900","15.800","3.84M","-0.63%"
"08/12/2025","16.000","16.550","16.550","16.000","2.21M","-3.32%"
"08/11/2025","16.550","17.050","16.850","16.550","3.04M","-2.93%"
"08/08/2025","17.050","16.950","17.050","17.050","1.40M","0.59%"
"08/07/2025","16.950","16.950","17.000","16.950","5.36M","0.00%"
"08/06/2025","16.950","17.550","17.000","16.950","3.32M","-3.42%"
"08/05/2025","17.550","17.000","17.550","17.000","3.67M","3.24%"
"08/04/2025","17.000","18.700","17.700","17.000","5.62M","-9.09%"
"08/01/2025","18.700","18.400","18.700","18.700","1.59M","1.63%"
"07/31/2025","18.400","17.900","19.600","17.900","10.11M","2.79%"
"07/30/2025","17.900","17.800","17.900","17.600","3.73M","0.56%"
"07/29/2025","17.800","17.950","18.000","17.800","2.47M","-0.84%"
"07/28/2025","17.950","17.800","17.950","17.800","4.46M","0.84%"
"07/25/2025","17.800","17.850","17.850","17.800","1.41M","-0.28%"
"07/24/2025","17.850","17.500","17.850","17.850","738.28K","2.00%"
"07/23/2025","17.500","17.500","17.500","17.000","3.93M","0.00%"
"07/22/2025","17.500","17.000","18.000","17.400","5.74M","2.94%"
"07/21/2025","17.000","16.600","17.400","17.000","4.21M","2.41%"
"07/18/2025","16.600","16.000","16.600","16.600","1.23M","3.75%"
"07/17/2025","16.000","16.100","17.300","16.000","3.82M","-0.62%"
"07/16/2025","16.100","16.100","16.100","15.900","5.52M","0.00%"
"07/14/2025","16.100","16.400","17.400","16.100","3.19M","-1.83%"
"07/11/2025","16.400","16.500","16.400","15.800","8.65M","-0.61%"
"07/10/2025","16.500","16.000","16.500","16.400","6.79M","3.13%"
"07/09/2025","16.000","16.500","16.500","15.850","10.79M","-3.32%"
"07/08/2025","16.550","15.700","16.950","15.800","6.73M","5.41%"
"07/07/2025","15.700","14.400","15.750","14.400","11.75M","9.03%"
"07/04/2025","14.400","13.800","14.500","13.800","5.37M","4.35%"
"07/03/2025","13.800","14.450","14.000","13.650","7.10M","-4.50%"
"07/02/2025","14.450","13.850","14.500","13.950","7.48M","4.33%"
"07/01/2025","13.850","12.650","13.900","13.000","10.93M","9.49%"
"06/30/2025","12.650","11.500","12.650","12.000","5.86M","10.00%"
"06/27/2025","11.500","11.000","11.600","10.600","3.79M","4.55%"
"06/26/2025","11.000","11.600","12.700","11.000","17.12M","-5.17%"
"06/25/2025","11.600","10.550","11.600","11.000","9.62M","9.95%"
"06/24/2025","10.550","9.600","10.550","9.900","15.60M","9.90%"
"06/23/2025","9.600","9.200","9.600","9.500","2.97M","4.35%"
"06/20/2025","9.200","9.150","9.500","9.150","24.99M","0.55%"
"06/19/2025","9.150","9.250","9.500","9.150","6.20M","-1.08%"
"06/18/2025","9.250","9.350","9.250","9.250","2.43M","-1.07%"
"06/17/2025","9.350","9.350","9.350","9.350","4.61M","0.00%"
"06/16/2025","9.350","9.450","9.600","9.200","8.32M","-1.06%"
"06/13/2025","9.450","9.450","9.800","9.450","29.82M","0.00%"
"06/11/2025","9.450","9.650","9.650","9.450","10.38M","-2.07%"
"06/10/2025","9.650","9.150","9.950","9.200","20.63M","5.46%"
"06/05/2025","9.150","9.050","9.150","9.050","6.48M","0.55%"
"06/04/2025","9.100","9.100","9.100","9.100","1.41M","0.00%"
"06/03/2025","9.100","9.000","9.100","9.050","2.37M","1.11%"
"06/02/2025","9.000","9.100","9.000","9.000","2.54M","-1.10%"
"05/30/2025","9.100","9.350","9.100","9.100","4.70M","-2.67%"
"05/29/2025","9.350","9.350","9.350","9.350","6.30M","0.00%"
"05/28/2025","9.350","9.050","9.500","9.250","9.82M","3.31%"
"05/27/2025","9.050","10.000","10.000","9.050","17.55M","-9.50%"
"05/26/2025","10.000","10.200","10.000","10.000","6.22M","-1.96%"
"05/23/2025","10.200","10.000","10.200","10.200","6.68M","2.00%"
"05/22/2025","10.000","10.300","10.000","9.800","5.07M","-2.91%"
"05/21/2025","10.300","10.300","10.300","10.300","4.40M","0.00%"
"05/20/2025","10.300","10.000","10.350","10.250","2.51M","3.00%"
"05/19/2025","10.000","10.150","10.650","10.000","7.91M","-1.48%"
"05/16/2025","10.150","10.100","10.150","10.100","2.95M","0.50%"
"05/15/2025","10.100","10.000","10.100","10.000","2.40M","1.00%"
"05/14/2025","10.000","10.000","10.000","10.000","2.03M","0.00%"
"05/13/2025","10.000","9.900","10.000","10.000","6.06M","1.01%"
"05/12/2025","9.900","9.900","10.000","9.900","8.63M","0.00%"
"05/09/2025","9.900","10.300","9.900","9.900","3.90M","-3.88%"
"05/08/2025","10.300","10.600","10.400","10.300","8.62M","-2.83%"
"05/07/2025","10.600","10.750","10.600","10.600","6.97M","-1.40%"
"05/06/2025","10.750","10.750","10.750","10.750","7.55M","0.00%"
"05/05/2025","10.750","10.150","11.150","10.200","15.54M","5.91%"
"05/02/2025","10.150","9.600","10.250","9.600","6.94M","8.56%"
"04/30/2025","9.350","9.550","9.350","8.900","634.14K","-2.09%"
"04/29/2025","9.550","9.600","9.650","9.200","3.06M","-0.52%"
"04/28/2025","9.600","9.150","9.800","9.500","2.30M","4.92%"
"04/25/2025","9.150","8.750","9.400","9.150","1.49M","4.57%"
"04/24/2025","8.750","8.050","8.750","8.100","624.37K","8.70%"
"04/23/2025","8.050","8.000","8.050","7.200","1.71M","0.63%"
"04/22/2025","8.000","7.900","8.000","7.500","1.14M","1.27%"
"04/17/2025","7.900","7.900","7.900","7.800","657.75K","0.00%"
"04/16/2025","7.900","7.900","7.900","7.900","797.36K","0.00%"
"04/15/2025","7.900","7.900","7.900","7.900","221.05K","0.00%"
"04/14/2025","7.900","7.900","7.900","7.900","396.36K","0.00%"
"04/11/2025","7.900","7.800","7.900","7.900","693.65K","1.28%"
"04/10/2025","7.800","7.800","7.800","7.800","1.17M","0.00%"
"04/09/2025","7.800","7.350","7.800","7.800","1.43M","6.12%"
"04/08/2025","7.350","8.000","7.500","7.350","1.01M","-12.50%"
"04/07/2025","8.400","8.400","8.400","8.400","212.25K","0.00%"
"04/04/2025","8.400","8.200","8.400","8.200","776.88K","2.44%"
"04/03/2025","8.200","8.200","8.200","8.200","87.13K","0.00%"
"04/02/2025","8.200","8.000","8.200","8.000","764.58K","2.50%"
"03/28/2025","8.000","8.350","8.000","8.000","737.81K","-4.19%"
"03/27/2025","8.350","8.400","8.350","8.350","485.30K","-0.60%"
"03/26/2025","8.400","8.400","8.450","8.400","1.32M","0.00%"
"03/25/2025","8.400","8.400","8.750","8.400","1.09M","0.00%"
"03/24/2025","8.400","9.000","8.400","8.400","685.81K","-6.67%"
"03/21/2025","9.000","9.100","9.000","8.300","5.24M","-1.10%"
"03/20/2025","9.100","8.300","9.100","7.700","11.71M","9.64%"
"03/19/2025","8.300","9.150","9.700","8.300","5.01M","-6.74%"
"03/18/2025","8.900","8.600","8.900","8.900","813.31K","3.49%"
"03/17/2025","8.600","9.000","9.000","8.500","2.56M","-4.44%"
"03/14/2025","9.000","9.000","9.050","9.000","2.06M","0.00%"
"03/13/2025","9.000","8.600","9.000","8.700","1.58M","4.65%"
"03/12/2025","8.600","8.400","8.950","8.550","2.55M","2.38%"
"03/11/2025","8.400","8.300","8.850","8.000","1.99M","1.20%"
"03/10/2025","8.300","7.950","8.300","8.000","1.27M","4.40%"
"03/07/2025","7.950","8.350","7.950","7.900","1.43M","-4.79%"
"03/06/2025","8.350","8.350","8.350","8.350","927.81K","0.00%"
"03/05/2025","8.350","7.900","8.350","8.000","1.06M","5.70%"
"03/04/2025","7.900","8.400","8.400","7.900","1.03M","-5.95%"
"03/03/2025","8.400","8.450","8.400","8.350","738.13K","-0.59%"
"02/28/2025","8.450","8.450","8.450","8.450","539.23K","0.00%"
"02/27/2025","8.450","8.350","8.450","8.450","640.87K","1.20%"
"02/26/2025","8.350","8.300","8.350","8.350","837.00K","0.60%"
"02/25/2025","8.300","8.300","8.300","8.300","984.78K","0.00%"
"02/24/2025","8.300","8.500","8.300","7.950","2.18M","-2.35%"
